"","account","act","ago","also","big","billion","cluster","composit","constant","creat","dark","densiti","detect","discov","earli","effect","element","energi","exist","expect","experi","explain","explan","first","forc","form","found","galaxi","give","graviti","hot","howev","interact","keep","known","larg","light","made","make","mass","matter","may","mean","measur","minut","model","motion","move","must","name","need","new","number","observ","occur","one","orbit","origin","physic","possibl","predict","provid","question","remain","requir","rest","sinc","space","star","suggest","theori","two","univers","way","within","year","abl","actual","anoth","answer","away","begin","black","calcul","call","can","come","complet","continu","correct","differ","dont","due","earth","enough","even","ever","fact","far","final","fraction","get","given","import","includ","just","know","last","less","like","long","mani","mayb","might","much","mysteri","near","never","object","physicist","planet","point","result","right","scientist","second","see","set","show","small","someth","still","system","that","thing","think","thought","three","time","tri","turn","understand","wrong","zero","allow","almost","alon","alway","avail","becom","best","cant","challeng","director","end","find","fli","idea","insid","left","locat","look","note","order","peopl","say","sens","spot","take","there","type","use","wasnt","well","whether","will","world","alreadi","detail","histori","lead","leav","life","present","put","simpli","tell","without","around","everi","feel","good","old","review","shape","watch","work","across","clear","control","explor","happen","isnt","least","live","power","stori","credit","imag","mission","nasa","astronaut","hour","man","part","read"
"includ",2,3,4,6,3,2,2,4,4,4,4,2,1,3,4,4,3,4,4,4,3,3,4,7,3,3,3,4,6,5,2,2,1,4,3,3,5,7,7,1,3,3,5,2,6,3,3,3,4,5,4,5,3,3,3,9,3,3,3,7,5,6,2,5,4,4,4,6,5,5,2,6,4,7,2,6,4,3,5,3,5,3,5,3,6,8,6,4,5,5,5,4,3,6,3,7,6,4,3,5,2,4,5,4,0,7,8,4,5,8,7,7,3,5,6,4,6,5,7,2,4,9,4,6,5,5,6,4,6,4,4,7,2,5,6,6,4,5,8,4,3,4,3,4,3,5,3,4,3,4,4,5,2,4,4,2,3,4,3,4,2,6,3,2,6,5,3,3,5,5,4,3,3,5,4,5,4,3,5,4,4,5,5,5,5,3,5,5,4,3,4,4,4,4,2,4,4,3,2,4,3,3,2,3,5,3,4,3,7,6,5,5,3,5,3,4
"just",3,3,4,8,3,4,3,3,4,5,6,3,3,3,5,6,4,5,6,5,3,3,5,7,5,4,4,7,6,6,2,4,3,4,4,3,8,6,8,3,4,4,6,3,5,5,2,5,5,5,5,7,4,4,4,11,2,6,3,8,4,6,3,6,5,3,7,8,7,5,4,8,7,11,4,8,4,6,5,4,4,4,4,3,5,10,8,5,5,3,6,5,4,5,6,9,5,3,5,4,4,4,6,5,7,0,9,3,4,11,8,7,3,8,6,5,5,4,5,5,6,8,6,6,8,5,7,4,6,4,6,7,3,7,7,8,4,6,9,5,5,6,4,5,4,5,5,6,5,4,6,9,4,4,3,5,3,5,4,3,3,9,3,4,5,7,4,6,6,7,6,6,4,8,4,8,5,5,5,4,4,5,5,4,4,5,5,4,6,3,6,6,6,5,4,4,5,3,2,3,3,3,4,3,4,3,4,1,6,4,3,3,2,3,2,4
"know",3,4,4,7,4,3,3,3,4,5,6,3,3,3,4,6,4,5,5,5,4,4,4,8,5,4,4,6,7,6,2,3,3,5,4,4,6,7,8,3,5,4,6,3,5,5,3,5,5,4,4,6,3,4,3,10,3,5,4,7,4,6,2,5,4,3,6,8,7,6,3,7,6,9,3,8,4,5,5,3,5,3,5,3,6,10,7,4,4,4,7,5,3,6,5,8,6,4,4,5,3,5,6,5,8,9,0,3,5,10,8,7,3,7,7,5,6,5,6,4,5,9,6,7,7,5,8,3,7,4,5,7,2,7,7,8,5,5,9,6,5,6,4,5,4,6,4,5,4,5,6,7,3,5,4,3,3,5,5,4,2,8,4,3,6,6,4,5,6,6,5,5,4,7,5,6,5,3,5,4,4,4,5,5,4,4,5,5,5,4,5,5,5,5,3,4,5,3,2,3,2,2,2,3,4,2,4,2,6,5,4,4,2,4,3,4
"last",2,2,2,4,1,1,2,4,2,2,2,2,2,2,3,3,1,1,3,2,1,1,1,4,2,2,1,3,2,4,2,1,2,1,1,2,3,3,3,1,1,2,2,1,3,1,3,1,2,3,2,4,2,2,1,5,3,2,0,5,3,4,2,3,4,4,3,4,3,1,1,3,1,4,1,3,2,1,4,3,3,3,3,3,4,4,3,2,4,2,2,2,2,5,2,3,3,1,1,2,2,2,2,2,4,3,3,0,2,4,4,4,2,3,3,1,4,4,5,2,4,5,1,3,2,4,3,2,2,3,2,4,3,3,3,3,2,4,5,2,2,1,1,3,0,2,1,2,1,1,2,2,1,2,3,2,1,1,0,2,2,2,0,1,3,3,2,0,2,2,2,2,2,2,3,3,3,1,2,2,3,3,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,4,4,3,1,2,3,3,2,2,3,4,4,3,3,3,2,2
"less",2,2,4,4,3,2,2,2,3,2,4,2,1,2,3,2,2,4,3,3,1,3,3,4,2,2,2,4,5,2,0,2,1,2,3,3,3,5,3,1,3,2,5,2,2,3,2,1,2,2,2,3,3,3,2,5,1,2,3,4,3,3,1,1,3,2,3,4,4,4,2,3,3,4,2,4,4,2,2,2,4,2,4,2,4,5,4,2,3,4,5,2,2,4,1,5,4,4,3,3,2,2,4,2,5,4,5,2,0,5,5,5,2,4,4,3,4,3,4,2,2,5,3,3,3,2,4,2,4,3,3,4,1,4,5,4,3,3,5,3,2,3,2,2,2,3,2,1,0,3,2,3,1,2,2,1,1,4,3,1,1,3,2,0,2,3,2,2,3,3,4,2,2,2,3,2,2,3,3,3,2,2,3,4,3,1,3,3,1,3,2,1,3,3,1,2,2,3,1,2,1,1,1,3,2,1,2,2,3,3,3,2,2,2,1,2
"like",4,4,4,8,4,5,4,4,4,5,6,4,4,4,5,7,4,6,7,6,4,4,5,8,5,4,5,8,7,6,3,4,4,5,4,5,8,7,9,4,5,6,7,4,6,5,4,6,7,5,5,8,5,5,4,13,4,7,4,9,4,7,4,7,6,3,8,10,9,6,4,10,7,12,5,10,5,6,5,5,5,4,6,4,7,12,9,5,6,4,7,6,4,7,6,10,6,4,5,5,5,5,6,5,8,11,10,4,5,0,10,9,4,10,8,5,7,6,7,5,7,10,6,7,8,6,8,4,7,5,6,8,4,8,8,9,5,8,11,6,5,7,5,5,5,6,5,6,5,5,7,9,5,5,5,6,4,6,5,4,4,11,4,4,6,8,5,6,8,8,8,7,5,8,6,9,6,5,5,5,5,5,6,5,5,5,5,5,7,5,7,6,8,6,5,5,6,5,4,5,4,3,4,5,5,3,5,3,7,6,5,4,4,4,4,5
"long",3,4,4,7,3,5,3,4,4,4,5,3,3,4,4,6,4,5,6,5,3,3,5,7,4,3,4,7,6,5,2,3,3,3,3,4,6,6,6,3,4,5,6,4,4,4,3,4,6,4,3,7,5,4,3,10,3,6,4,8,4,6,4,5,5,3,7,9,8,5,4,7,6,9,4,9,5,5,4,5,5,3,6,3,6,10,7,3,6,4,6,4,3,7,5,8,6,4,4,4,4,4,5,4,7,8,8,4,5,10,0,9,4,8,7,4,6,6,7,4,6,8,5,6,7,5,7,4,7,4,4,7,3,6,7,8,5,5,10,5,4,6,4,4,4,5,4,4,3,4,4,6,4,4,4,4,2,5,4,3,3,8,3,1,4,7,4,3,6,5,6,6,4,6,5,6,5,4,5,5,5,4,6,5,4,5,5,5,5,5,6,4,7,4,4,4,5,5,4,5,4,3,2,5,5,3,5,3,5,6,5,4,3,4,4,4
"mani",3,3,4,6,3,4,3,4,4,4,4,3,2,4,3,5,3,5,6,5,2,3,5,6,3,3,4,6,6,4,2,3,2,3,3,4,6,6,5,2,3,4,6,3,4,3,3,3,6,4,3,6,5,4,3,9,3,5,3,8,4,6,4,5,4,3,6,8,7,5,3,6,5,8,4,8,5,4,4,5,5,3,6,3,6,9,7,3,6,4,5,4,3,6,4,8,6,4,4,4,4,4,5,3,7,7,7,4,5,9,9,0,4,7,7,4,6,6,7,3,6,8,4,5,6,5,6,4,6,4,4,6,3,5,6,7,4,5,9,4,3,5,4,4,4,4,4,4,3,4,3,5,4,4,4,4,2,5,3,3,3,7,3,1,4,7,4,2,6,5,6,5,4,5,5,6,5,4,5,5,5,4,6,5,4,4,5,5,4,4,5,3,6,3,3,3,4,5,4,5,4,3,2,5,5,3,5,3,5,6,5,4,3,4,4,4
"mayb",0,2,1,3,3,1,1,1,2,2,1,1,1,1,1,2,1,4,2,1,1,2,2,3,3,2,0,2,2,2,2,2,1,1,1,2,3,3,4,0,2,2,3,0,2,1,2,1,3,2,2,2,2,1,1,5,2,1,1,3,2,2,2,3,1,2,3,4,3,2,2,2,2,3,1,4,3,3,2,3,3,2,2,1,2,5,4,1,2,2,2,5,2,3,3,5,3,3,3,2,2,3,1,2,3,3,3,2,2,4,4,4,0,4,4,1,2,3,3,2,3,3,1,3,3,2,3,2,3,1,2,5,2,4,4,4,3,3,5,2,2,3,3,2,2,2,1,2,2,1,2,3,1,2,1,1,1,2,1,2,1,4,2,2,3,3,3,1,3,3,2,1,3,2,2,3,1,1,1,0,1,1,3,1,3,2,2,2,1,2,3,2,2,2,0,1,2,2,3,3,2,3,2,2,3,3,3,2,3,2,2,2,1,2,3,2
"might",3,3,3,6,5,4,4,4,2,4,5,3,4,3,5,6,3,6,6,5,4,3,4,6,4,2,4,7,6,5,2,4,4,4,3,4,7,7,8,3,4,6,6,3,4,4,4,6,5,3,5,6,4,4,3,11,3,7,3,7,2,5,3,5,5,2,6,9,8,5,3,8,6,9,4,9,5,7,4,4,4,4,5,4,7,10,8,4,6,3,6,5,3,6,5,9,5,4,5,4,5,4,5,5,5,8,7,3,4,10,8,7,4,0,7,4,6,5,5,5,6,7,5,5,6,4,7,3,5,4,4,6,4,8,7,8,3,7,10,6,4,7,5,4,4,7,4,4,3,4,5,7,5,4,5,6,4,5,4,3,4,9,4,3,5,7,4,5,7,5,7,7,4,6,4,7,4,4,3,4,3,3,4,4,4,3,4,3,5,6,6,5,8,6,5,5,5,5,5,4,3,3,4,5,4,3,4,4,6,5,4,3,4,3,4,4
"much",3,2,3,5,5,3,4,3,4,5,4,4,3,4,2,6,3,6,5,6,3,4,4,6,5,4,5,5,6,4,3,3,3,3,4,5,5,7,7,3,4,4,5,3,3,4,4,5,6,4,5,5,4,5,3,9,4,4,3,7,4,7,3,6,3,2,6,7,6,6,2,5,5,7,4,8,3,5,4,4,4,2,5,4,6,9,6,4,4,4,5,5,3,5,4,8,5,5,5,5,4,5,5,3,6,6,7,3,4,8,7,7,4,7,0,5,6,5,6,2,5,8,5,4,6,6,6,3,6,5,3,5,3,6,6,6,4,4,9,4,4,5,4,4,4,5,3,3,3,4,3,5,4,4,4,3,3,4,4,4,3,8,5,3,5,7,3,4,8,4,5,4,3,4,5,6,5,2,4,4,4,3,5,4,5,3,5,4,4,4,3,3,4,3,3,2,3,3,4,3,2,2,1,3,3,2,3,4,5,5,4,3,2,3,5,3
"mysteri",2,0,3,4,3,2,3,2,3,4,4,3,2,3,2,4,3,4,4,5,2,3,4,4,3,3,4,4,5,3,0,3,2,2,4,3,4,5,4,2,3,2,4,2,1,4,2,3,3,3,4,3,3,4,3,5,1,3,2,5,3,5,1,3,2,1,4,4,4,5,2,3,5,5,3,4,2,4,3,2,2,2,3,3,4,5,4,4,3,3,4,2,3,2,3,5,3,3,4,4,3,3,5,2,4,5,5,1,3,5,4,4,1,4,5,0,4,2,3,2,3,5,5,2,5,4,4,3,4,4,3,2,2,3,3,4,2,2,5,3,3,4,3,3,3,3,3,2,2,3,1,3,3,2,2,2,2,3,3,2,2,4,3,1,2,4,1,3,4,2,3,3,1,3,2,3,3,2,3,3,2,2,3,3,2,2,3,2,2,1,1,1,2,1,2,1,1,1,1,0,0,0,0,1,1,0,1,1,2,2,1,1,0,1,1,1
"near",4,2,3,5,3,2,3,5,2,3,4,4,3,4,3,4,3,4,6,5,4,4,3,7,3,3,4,5,6,5,1,2,3,4,3,5,4,7,5,3,4,4,5,2,4,3,5,3,5,4,5,5,3,4,3,8,4,4,2,7,3,6,1,5,5,3,4,6,7,5,2,7,4,6,3,6,3,3,5,2,3,4,6,4,7,7,5,5,5,4,5,3,4,5,3,6,4,3,3,6,3,4,5,3,6,5,6,4,4,7,6,6,2,6,6,4,0,5,7,3,5,8,4,4,4,6,5,4,4,5,4,5,4,4,4,5,3,6,8,5,2,4,4,4,4,5,4,3,2,5,3,3,3,4,6,4,4,4,3,4,3,5,4,1,5,5,3,2,5,4,5,4,3,3,5,5,5,2,3,4,4,4,3,4,3,2,3,4,2,3,3,2,4,2,2,4,3,3,3,4,3,2,1,3,4,2,3,3,4,5,4,4,4,4,3,3
"never",2,3,2,3,2,1,2,4,2,3,2,2,2,3,2,4,2,2,4,3,2,2,2,5,2,2,2,3,4,4,2,1,2,3,1,3,4,4,4,1,2,2,3,1,4,1,3,2,4,3,2,5,2,2,0,6,3,3,1,5,2,4,2,3,3,3,3,6,5,3,1,4,2,5,1,5,3,2,4,3,4,2,5,2,5,6,5,2,4,2,3,3,1,5,3,5,5,2,1,3,2,4,3,3,5,4,5,4,3,6,6,6,3,5,5,2,5,0,6,2,5,6,2,5,3,4,5,2,4,2,2,4,2,4,4,5,3,4,6,4,2,3,3,4,2,3,2,3,2,3,3,2,2,4,4,3,2,2,1,3,1,4,2,1,4,4,3,0,4,3,3,3,3,3,4,4,4,1,3,3,4,3,3,3,2,2,3,4,3,3,4,3,4,2,2,3,4,3,3,4,3,2,1,3,4,2,4,2,4,5,4,4,3,4,4,4
"object",3,3,3,5,2,2,2,5,3,3,3,3,2,4,3,4,3,3,5,4,3,3,3,7,3,3,3,4,5,5,2,1,2,3,2,4,4,6,5,2,3,3,4,2,5,2,4,2,5,5,4,6,3,3,2,8,4,3,2,7,4,6,2,5,5,4,4,6,6,4,2,6,3,6,2,6,3,2,5,3,4,3,6,3,6,7,5,4,5,4,4,3,3,6,3,6,5,3,2,5,2,4,4,3,7,5,6,5,4,7,7,7,3,5,6,3,7,6,0,2,5,8,3,5,4,6,5,4,5,4,3,6,3,4,5,5,4,5,8,4,2,3,3,4,3,4,3,3,2,4,3,3,2,4,5,3,3,3,2,4,2,5,3,1,5,5,3,1,5,4,4,3,3,3,5,5,5,2,4,4,5,5,4,4,4,3,4,5,3,3,4,3,4,2,2,4,4,3,3,5,4,3,1,3,5,3,4,3,5,6,5,5,4,5,4,4
"physicist",2,2,2,5,2,2,2,2,1,2,4,2,3,1,3,3,2,3,4,2,2,2,2,4,3,2,1,5,3,4,0,3,3,2,2,2,4,3,3,2,3,3,4,1,1,3,2,2,2,1,2,3,2,2,2,5,1,4,1,4,1,2,1,2,3,2,4,5,5,2,3,4,4,5,2,4,3,4,3,2,2,4,2,2,3,5,4,2,3,1,4,3,3,3,4,4,2,1,3,2,3,2,3,3,2,5,4,2,2,5,4,3,2,5,2,2,3,2,2,0,4,3,3,3,4,2,4,2,2,2,4,4,3,4,3,5,2,4,5,4,3,4,3,3,2,3,3,3,2,2,3,4,2,2,2,3,1,3,2,1,2,3,1,1,2,3,3,2,1,3,3,4,3,4,2,3,2,2,1,1,1,1,1,1,0,2,1,1,1,2,3,2,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,0,1
"planet",3,2,2,5,2,2,3,4,2,4,3,3,3,3,2,5,2,3,6,4,2,2,3,5,3,3,3,5,4,5,2,3,3,3,2,3,6,4,4,2,2,3,4,1,3,2,3,3,5,3,3,5,3,3,2,7,3,5,0,7,2,5,3,5,3,3,5,7,6,3,2,5,4,7,3,6,3,4,5,4,3,4,4,3,5,7,6,3,5,1,3,4,3,4,5,6,4,1,3,3,4,4,4,3,4,6,5,4,2,7,6,6,3,6,5,3,5,5,5,4,0,6,3,4,5,5,5,3,3,3,4,4,4,4,3,6,2,5,7,4,3,4,4,5,3,3,4,5,4,3,3,4,4,4,4,5,2,3,1,3,3,5,2,2,4,6,4,1,4,4,4,5,4,5,4,6,5,2,3,3,4,3,3,2,1,3,3,3,3,2,4,3,4,1,2,2,3,3,3,4,4,3,2,3,4,3,4,1,3,4,3,3,2,3,3,3
"point",4,3,4,7,4,3,4,5,4,5,5,4,3,4,4,6,3,5,6,6,4,4,4,8,4,4,5,6,7,6,3,3,3,5,4,5,6,8,8,3,4,5,6,3,6,4,5,5,6,5,5,6,4,5,4,11,5,5,3,9,5,8,3,7,5,4,6,8,7,6,2,8,5,9,4,8,4,4,6,4,5,4,6,5,8,10,7,5,6,5,6,5,4,7,4,8,6,4,4,6,4,5,6,4,9,8,9,5,5,10,8,8,3,7,8,5,8,6,8,3,6,0,5,6,6,7,7,4,6,6,5,7,4,6,6,7,4,7,10,5,4,5,4,5,4,6,4,5,4,5,5,6,4,5,6,4,4,5,4,5,4,8,4,3,7,7,4,4,7,6,6,5,4,6,6,7,6,3,5,5,5,5,5,5,5,3,5,5,5,4,4,4,5,4,3,4,4,4,3,5,4,3,2,4,5,3,4,4,7,7,6,5,4,5,4,4
"result",2,1,3,5,3,3,3,2,3,4,5,3,3,3,3,5,4,4,4,5,3,3,4,5,4,3,4,5,5,4,0,3,3,2,4,3,4,5,5,3,4,3,4,3,1,5,2,4,3,3,4,4,3,4,3,6,1,4,3,5,3,5,1,3,3,1,5,5,5,5,3,4,6,6,3,5,2,5,3,2,2,2,3,3,4,6,4,4,3,3,5,2,3,3,4,5,3,3,4,4,3,3,5,3,4,6,6,1,3,6,5,4,1,5,5,5,4,2,3,3,3,5,0,3,6,4,5,3,5,4,3,3,2,4,4,5,3,2,6,4,4,5,3,3,3,4,3,2,2,3,2,4,3,2,2,2,2,3,4,2,2,5,3,1,2,4,1,4,4,2,3,4,1,4,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,2,2,2,3,2,3,2,2,1,1,0,0,0,0,1,1,0,1,1,2,2,1,1,0,1,1,1
"right",1,4,2,4,2,1,1,3,2,3,3,1,2,2,3,4,3,2,3,2,3,2,2,6,3,2,1,3,4,5,2,1,2,4,1,2,4,4,6,1,3,2,3,1,5,2,2,3,3,3,2,5,1,1,0,7,2,3,2,4,2,3,1,3,3,3,3,6,5,3,2,5,3,6,0,5,3,3,4,2,4,2,4,1,4,7,5,2,3,2,4,4,1,5,4,5,5,2,1,3,1,4,3,5,6,6,7,3,3,7,6,5,3,5,4,2,4,5,5,3,4,6,3,0,4,3,6,2,5,1,3,6,1,5,5,6,4,4,6,5,3,4,3,4,2,4,2,4,3,3,5,4,1,4,3,2,2,2,2,3,0,5,2,2,5,3,3,2,3,4,2,3,3,5,3,4,3,1,3,2,3,3,3,3,2,3,3,4,4,3,5,5,4,4,2,4,5,2,2,3,2,2,2,2,4,2,4,1,5,4,3,4,2,4,3,4
"scientist",2,2,3,7,3,4,3,2,4,5,5,3,3,3,3,6,4,5,5,5,3,3,5,6,5,4,4,6,5,5,1,4,3,2,4,3,6,5,6,3,4,4,5,3,2,5,2,4,5,4,4,5,4,4,4,8,2,5,3,7,4,6,3,5,3,2,7,7,6,5,4,5,7,8,4,7,3,6,4,4,3,3,3,3,4,8,6,4,4,3,5,4,4,4,6,7,4,3,5,4,4,4,5,3,5,8,7,2,3,8,7,6,3,6,6,5,4,3,4,4,5,6,6,4,0,5,6,4,6,4,4,5,3,5,5,7,4,3,8,4,5,6,4,4,4,4,4,4,4,3,3,6,4,3,2,3,2,4,4,3,3,7,3,2,3,6,3,4,5,4,4,5,3,6,3,5,4,3,4,3,3,3,5,3,3,5,4,3,4,2,4,3,4,2,3,2,3,2,2,2,2,2,1,2,3,2,3,1,3,3,2,2,0,2,2,2
"second",3,1,2,5,2,2,3,4,3,4,3,4,3,4,2,5,3,3,5,5,3,3,3,6,4,4,4,4,4,5,2,2,3,2,3,4,4,5,5,3,3,3,3,2,3,3,4,3,5,5,5,5,3,4,3,7,4,3,1,7,4,7,2,6,4,3,5,5,5,4,2,5,4,6,3,5,1,3,5,3,2,3,4,4,5,6,4,5,4,3,3,3,4,4,4,5,3,2,3,5,3,4,4,2,5,5,5,4,2,6,5,5,2,4,6,4,6,4,6,2,5,7,4,3,5,0,4,4,4,5,3,4,4,3,3,4,3,4,7,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,4,3,3,2,2,4,3,5,3,2,4,5,2,2,5,3,3,3,2,3,4,5,5,1,3,3,4,4,3,2,3,3,3,3,3,1,2,2,2,0,2,2,2,1,2,3,3,2,0,1,3,2,2,2,3,4,3,3,2,3,3,2
"see",2,4,3,6,4,2,3,3,3,5,5,2,3,2,4,6,3,4,4,4,4,3,3,7,4,3,3,5,6,6,1,3,3,4,3,3,6,6,7,2,4,4,5,2,4,4,3,4,4,3,3,5,2,3,2,8,3,5,3,6,3,5,2,3,3,3,5,8,6,5,2,5,5,7,2,7,4,5,5,3,5,3,4,3,6,8,7,3,4,3,6,4,2,6,5,7,6,3,3,4,3,5,5,4,6,7,8,3,4,8,7,6,3,7,6,4,5,5,5,4,5,7,5,6,6,4,0,2,6,3,3,5,2,7,6,8,4,4,8,6,5,6,4,5,3,6,3,4,3,4,5,5,3,5,4,3,3,4,4,4,2,6,3,2,5,5,4,3,5,4,4,5,4,6,4,4,4,2,4,3,3,3,4,4,3,3,4,4,4,4,5,4,5,4,3,4,5,3,2,3,2,2,1,3,4,2,4,2,5,5,4,4,2,4,3,4
"set",1,0,2,4,1,2,1,3,2,2,2,2,1,3,2,2,3,3,4,3,2,2,4,4,2,2,2,3,3,3,0,2,1,1,2,2,3,4,3,1,2,2,3,1,2,2,2,1,3,4,4,3,3,2,3,5,1,2,1,5,3,4,1,4,3,2,3,3,4,3,3,4,4,4,2,3,2,3,3,2,1,3,3,2,3,4,3,4,4,3,2,2,4,2,3,4,2,2,3,4,2,2,3,2,4,4,3,2,2,4,4,4,2,3,3,3,4,2,4,2,3,4,3,2,4,4,2,0,3,3,3,4,3,1,2,3,2,3,5,2,1,3,3,2,3,2,3,2,2,2,0,2,2,1,2,2,2,2,1,2,2,3,2,0,2,3,1,1,2,2,2,2,1,2,1,3,2,2,2,2,2,3,3,2,2,3,2,2,1,0,2,1,2,0,1,2,1,1,2,2,2,2,1,1,3,2,2,1,2,2,1,2,1,2,1,1
"show",1,3,3,5,3,3,2,2,4,4,4,2,2,3,3,5,4,4,3,4,3,3,4,6,4,3,3,4,5,4,1,2,2,2,3,3,4,5,6,2,4,3,4,3,3,4,2,3,4,4,3,5,3,3,2,7,2,3,4,5,4,5,2,3,3,2,5,6,5,5,3,4,5,6,2,6,3,4,3,3,4,1,4,2,4,7,5,3,3,4,5,3,2,5,4,6,5,4,3,4,2,4,4,3,6,6,7,2,4,7,7,6,3,5,6,4,4,4,5,2,3,6,5,5,6,4,6,3,0,3,2,5,1,5,6,6,5,2,7,4,4,5,3,3,3,4,2,2,2,3,3,4,2,3,2,1,2,3,4,3,1,6,3,1,3,4,2,3,5,3,3,3,2,4,3,3,3,2,4,3,3,3,5,4,4,4,4,4,4,3,4,3,4,3,3,3,4,2,2,2,1,1,0,2,3,1,3,2,4,4,3,3,1,3,3,3
"small",3,0,3,5,3,3,4,3,3,3,4,4,3,3,3,4,2,4,4,5,2,3,3,4,3,3,4,5,4,3,1,3,3,1,4,4,3,5,4,3,3,4,4,3,1,4,4,3,3,3,4,3,4,5,4,6,3,3,2,6,4,6,2,4,4,2,5,4,4,4,2,4,4,5,4,4,2,3,3,3,2,3,3,5,5,5,3,4,4,4,4,2,4,4,2,4,2,3,4,4,4,2,4,1,4,4,4,3,3,5,4,4,1,4,5,4,5,2,4,2,3,6,4,1,4,5,3,3,3,0,3,3,4,3,3,3,2,4,6,2,3,3,2,2,2,3,2,1,1,2,1,3,3,1,3,2,2,3,3,2,4,4,2,1,2,4,1,3,4,2,4,3,1,2,3,3,3,2,2,3,2,2,2,2,3,1,2,1,2,2,0,0,2,1,2,1,0,2,1,2,2,1,0,2,1,1,0,3,2,3,3,1,2,1,1,0
"someth",3,1,3,5,2,2,2,2,2,2,4,3,2,2,2,2,2,4,5,3,1,3,3,4,3,3,2,5,4,3,1,3,2,3,3,3,4,4,3,2,3,2,5,1,2,3,2,2,3,2,3,3,3,3,3,6,1,3,1,5,2,3,1,4,3,2,4,4,5,3,3,5,4,6,3,4,3,3,3,2,2,4,3,2,3,6,4,3,3,2,4,4,4,2,3,5,2,2,4,3,3,2,4,3,4,6,5,2,3,6,4,4,2,4,3,3,4,2,3,4,4,5,3,3,4,3,3,3,2,3,0,5,3,3,3,4,2,5,5,3,2,3,3,3,3,2,4,4,3,3,3,5,2,2,2,3,1,4,2,1,2,4,2,2,3,4,3,3,2,5,4,3,3,4,3,5,3,3,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,0,1,1,2,1,2,2,2,3,2,2,2,2,0,2,1,1,1,1,1,0,1
